"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"Captain Phillips","Drama","2013","7.8","134","Paul Greengrass","Watched","","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
"The Secret Scripture","Drama","2016","6.8","108","Jim Sheridan","Watchlist","","A woman keeps a diary of her extended stay at a mental hospital."
"Max Steel","Action","2016","4.6","92","Stewart Hendler","Watched","","The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel."
"Hotel Transylvania 2","Comedy","2015","6.7","89","Genndy Tartakovsky","Watchlist","","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
"Hancock","Action","2008","6.4","92","Peter Berg","Currently Watching","","Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image."
"Sisters","Comedy","2015","6.0","118","Jason Moore","Watchlist","","Two sisters decide to throw one last house party before their parents sell their family home."
"The Family","Comedy","2013","6.3","111","Luc Besson","Watchlist","","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard."
"Zack and Miri Make a Porno","Comedy","2008","6.6","101","Kevin Smith","Currently Watching","","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
"Ma vie de Courgette","Comedy","2016","7.8","66","Claude Barras","Watched","","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love."
"Man on a Ledge","Action","2012","6.6","102","Asger Leth","Watchlist","","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion."
"No Strings Attached","Comedy","2011","6.2","108","Ivan Reitman","Watched","","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
"Rescue Dawn","Drama","2006","7.3","120","Werner Herzog","Watched","","A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War."
"Despicable Me 2","Comedy","2013","7.4","98","Pierre Coffin","Watched","","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
"A Walk Among the Tombstones","Drama","2014","6.5","114","Scott Frank","Watchlist","","Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife."
"The World's End","Action","2013","7.0","109","Edgar Wright","Watched","","Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival."
"Yoga Hosers","Comedy","2016","4.3","88","Kevin Smith","Watchlist","","Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans."
"Seven Psychopaths","Comedy","2012","7.2","110","Martin McDonagh","Watchlist","","A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu."
"Beowulf","Action","2007","6.2","115","Robert Zemeckis","Watchlist","","The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge."
"Jack Ryan: Shadow Recruit","Action","2014","6.2","105","Kenneth Branagh","Watched","","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
"1408","Horror","2007","6.8","104","Mikael Håfström","Watchlist","","A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
"The Gambler","Drama","2014","6.0","111","Rupert Wyatt","Watched","","Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?"
"Prince of Persia: The Sands of Time","Action","2010","6.6","116","Mike Newell","Watched","","A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time."
"The Spectacular Now","Comedy","2013","7.1","95","James Ponsoldt","Watchlist","","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical 'nice girl.'"
"A United Kingdom","Drama","2016","6.8","111","Amma Asante","Currently Watching","","The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil."
"USS Indianapolis: Men of Courage","Action","2016","5.2","128","Mario Van Peebles","Currently Watching","","During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters."
"Turbo Kid","Action","2015","6.7","93","François Simard","Watchlist","","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
"Mama","Horror","2013","6.2","100","Andrés Muschietti","Watchlist","","A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family."
"Orphan","Horror","2009","7.0","123","Jaume Collet-Serra","Watchlist","","A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be."
"To Rome with Love","Comedy","2012","6.3","112","Woody Allen","Watchlist","","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
"Fantastic Mr. Fox","Comedy","2009","7.8","87","Wes Anderson","Watchlist","","An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation."
"Inside Man","Drama","2006","7.6","129","Spike Lee","Watchlist","","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
"I.T.","Drama","2016","5.4","95","John Moore","Watched","","A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant."
"127 Hours","Drama","2010","7.6","94","Danny Boyle","Watchlist","","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
"Annabelle","Horror","2014","5.4","99","John R. Leonetti","Watchlist","","A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists."
"Wolves at the Door","Horror","2016","4.6","73","John R. Leonetti","Watched","","Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »"
"Suite Française","Drama","2014","6.9","107","Saul Dibb","Watched","","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier."
"The Imaginarium of Doctor Parnassus","Fantasy","2009","6.8","123","Terry Gilliam","Watched","","A traveling theater company gives its audience much more than they were expecting."
"G.I. Joe: The Rise of Cobra","Action","2009","5.8","118","Stephen Sommers","Watched","","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
"Christine","Drama","2016","7.0","119","Antonio Campos","Watched","","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career."
"Man Down","Drama","2015","5.8","90","Dito Montiel","Currently Watching","","In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor."
"Crawlspace","Horror","2016","5.3","88","Phil Claydon","Watched","","A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife."
"Shut In","Drama","2016","4.6","91","Farren Blackburn","Watched","","A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever."
"The Warriors Gate","Action","2016","5.3","108","Matthias Hoene","Watched","","A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior."
"Grindhouse","Action","2007","7.6","191","Robert Rodriguez","Watchlist","","Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them."
"Disaster Movie","Comedy","2008","1.9","87","Jason Friedberg","Currently Watching","","Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
"Rocky Balboa","Drama","2006","7.2","102","Sylvester Stallone","Watchlist","","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon."
"Diary of a Wimpy Kid: Dog Days","Comedy","2012","6.4","94","David Bowers","Watchlist","","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?"
"Jane Eyre","Drama","2011","7.4","120","Cary Joji Fukunaga","Currently Watching","","A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret."
"Fool's Gold","Action","2008","5.7","112","Andy Tennant","Watchlist","","A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance."
"The Dictator","Comedy","2012","6.4","83","Larry Charles","Watched","","The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed."
"The Loft","Thriller","2014","6.3","108","Erik Van Looy","Watched","","Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved."
"Bacalaureat","Drama","2016","7.5","128","Cristian Mungiu","Watched","","A film about compromises and the implications of the parent's role."
"You Don't Mess with the Zohan","Action","2008","5.5","113","Dennis Dugan","Watchlist","","An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist."
"Exposed","Drama","2016","4.2","102","Gee Malik Linton","Watched","","A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman."
"Maudie","Drama","2016","7.8","115","Aisling Walsh","Watched","","An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community."
"Horrible Bosses 2","Comedy","2014","6.3","108","Sean Anders","Watched","","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
"A Bigger Splash","Drama","2015","6.4","125","Luca Guadagnino","Watched","","The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter."
"Melancholia","Drama","2011","7.1","135","Lars von Trier","Watchlist","","Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth."
"The Princess and the Frog","Comedy","2009","7.1","97","Ron Clements","Watchlist","","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
"Unstoppable","Action","2010","6.8","98","Tony Scott","Watched","","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
"Flight","Drama","2012","7.3","138","Robert Zemeckis","Watched","","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
"Home","Comedy","2015","6.7","94","Tim Johnson","Watched","","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
"La migliore offerta","Drama","2013","7.8","131","Giuseppe Tornatore","Watched","","In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »"
"Mean Dreams","Thriller","2016","6.3","108","Nathan Morlando","Watchlist","","Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love."
"42","Drama","2013","7.5","128","Brian Helgeland","Watched","","This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time."
"21","Drama","2008","6.8","123","Robert Luketic","Watched","","'21' is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings."
"Begin Again","Drama","2013","7.4","104","John Carney","Currently Watching","","A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents."
"Out of the Furnace","Drama","2013","6.8","116","Scott Cooper","Watchlist","","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice."
"Vicky Cristina Barcelona","Drama","2008","7.1","96","Woody Allen","Watched","","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture."
"Kung Fu Panda","Action","2008","7.6","92","Mark Osborne","Currently Watching","","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts."
"Barbershop: The Next Cut","Comedy","2016","5.9","111","Malcolm D. Lee","Watched","","As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood."
"Terminator Salvation","Action","2009","6.6","115","McG","Watched","","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
"Freedom Writers","Drama","2007","7.5","123","Richard LaGravenese","Watched","","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school."
"The Hills Have Eyes","Horror","2006","6.4","107","Alexandre Aja","Watchlist","","A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization."
"Changeling","Drama","2008","7.8","141","Clint Eastwood","Watched","","A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day."
"Remember Me","Drama","2010","7.2","113","Allen Coulter","Watched","","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."
"Koe no katachi","Drama","2016","8.4","129","Naoko Yamada","Watchlist","","The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy","2014","6.2","81","Miguel Arteta","Watched","","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day."
"Locke","Drama","2013","7.1","85","Steven Knight","Watched","","Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence."
"The 9th Life of Louis Drax","Thriller","2016","6.3","108","Alexandre Aja","Watchlist","","A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality."
"Horns","Drama","2013","6.5","120","Alexandre Aja","Watched","","In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples."
"Indignation","Drama","2016","6.9","110","James Schamus","Watched","","In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War."
"The Stanford Prison Experiment","Drama","2015","6.9","122","Kyle Patrick Alvarez","Watched","","Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building."
"Diary of a Wimpy Kid: Rodrick Rules","Comedy","2011","6.6","99","David Bowers","Watched","","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond."
"Mission: Impossible III","Action","2006","6.9","126","J.J. Abrams","Watched","","Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response ."
"En man som heter Ove","Comedy","2015","7.7","116","Hannes Holm","Watched","","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
"Dragonball Evolution","Action","2009","2.7","85","James Wong","Watchlist","","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
"Red Dawn","Action","2012","5.4","93","Dan Bradley","Currently Watching","","A group of teenagers look to save their town from an invasion of North Korean soldiers."
"One Day","Drama","2011","7.0","107","Lone Scherfig","Watchlist","","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day."
"Life as We Know It","Comedy","2010","6.6","114","Greg Berlanti","Watched","","Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident."
"28 Weeks Later","Drama","2007","7.0","100","Juan Carlos Fresnadillo","Watched","","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan."
"Warm Bodies","Comedy","2013","6.9","98","Jonathan Levine","Watchlist","","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
"Blue Jasmine","Drama","2013","7.3","98","Woody Allen","Watchlist","","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love..."
"G.I. Joe: Retaliation","Action","2013","5.8","110","Jon M. Chu","Watchlist","","The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence."
"Wrath of the Titans","Action","2012","5.8","99","Jonathan Liebesman","Watched","","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world."
"Shin Gojira","Action","2016","6.9","120","Hideaki Anno","Watchlist","","Japan is plunged into chaos upon the appearance of a giant monster."
"Saving Mr. Banks","Comedy","2013","7.5","125","John Lee Hancock","Watched","","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen."
"Transcendence","Drama","2014","6.3","119","Wally Pfister","Watched","","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program."
"Rio","Comedy","2011","6.9","96","Carlos Saldanha","Watchlist","","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
"Equals","Drama","2015","6.1","101","Drake Doremus","Watchlist","","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society."
"Babel","Drama","2006","7.5","143","Alejandro González Iñárritu","Watched","","Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families."
"The Tree of Life","Drama","2011","6.8","139","Terrence Malick","Watched","","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings."
"The Lucky One","Drama","2012","6.5","101","Scott Hicks","Watched","","A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war."
"Piranha 3D","Comedy","2010","5.5","88","Alexandre Aja","Watched","","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
"50/50","Comedy","2011","7.7","100","Jonathan Levine","Currently Watching","","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease."
"The Intent","Drama","2016","3.5","104","Femi Oyeniran","Watchlist","","Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »"
"This Is 40","Comedy","2012","6.2","134","Judd Apatow","Watched","","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
"Real Steel","Action","2011","7.1","127","Shawn Levy","Watched","","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot."
"Sex and the City","Comedy","2008","5.5","145","Michael Patrick King","Watchlist","","A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her."
"Rambo","Action","2008","7.1","92","Sylvester Stallone","Watchlist","","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit."
"Planet Terror","Action","2007","7.1","105","Robert Rodriguez","Watched","","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release."
"Concussion","Drama","2015","7.1","123","Peter Landesman","Watchlist","","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
"The Fall","Comedy","2006","7.9","117","Tarsem Singh","Watchlist","","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
"The Ugly Truth","Comedy","2009","6.5","96","Robert Luketic","Currently Watching","","A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »"
"Bride Wars","Comedy","2009","5.5","89","Gary Winick","Watched","","Two best friends become rivals when they schedule their respective weddings on the same day."
"Sleeping with Other People","Comedy","2015","6.5","101","Leslye Headland","Watchlist","","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in."
"Snakes on a Plane","Action","2006","5.6","105","David R. Ellis","Watched","","An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss."
"What If","Comedy","2013","6.8","98","Michael Dowse","Watched","","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life."
"How to Train Your Dragon 2","Action","2014","7.9","102","Dean DeBlois","Watched","","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
"RoboCop","Action","2014","6.2","117","José Padilha","Watched","","In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
"In Dubious Battle","Drama","2016","6.2","110","James Franco","Watched","","An activist gets caught up in the labor movement for farm workers in California during the 1930s."
"Hello, My Name Is Doris","Comedy","2015","6.7","95","Michael Showalter","Watchlist","","A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker."
"Ocean's Thirteen","Thriller","2007","6.9","122","Steven Soderbergh","Watchlist","","Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
"Slither","Comedy","2006","6.5","95","James Gunn","Watched","","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
"Contagion","Drama","2011","6.6","106","Steven Soderbergh","Currently Watching","","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure."
"Il racconto dei racconti - Tale of Tales","Drama","2015","6.4","133","Matteo Garrone","Watchlist","","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile."
"I Am the Pretty Thing That Lives in the House","Thriller","2016","4.7","87","Oz Perkins","Watched","","A young nurse takes care of elderly author who lives in a haunted house."
"Bridge to Terabithia","Drama","2007","7.2","96","Gabor Csupo","Watchlist","","A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality."
"Coherence","Sci-Fi","2013","7.2","89","James Ward Byrkit","Currently Watching","","Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead."
"Notorious","Drama","2009","6.7","122","George Tillman Jr.","Watchlist","","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm."
"Goksung","Drama","2016","7.5","156","Hong-jin Na","Watched","","A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter."
"The Expendables 2","Action","2012","6.6","103","Simon West","Watched","","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
"The Girl Next Door","Drama","2007","6.7","91","Gregory Wilson","Watchlist","","Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime."
"Perfume: The Story of a Murderer","Drama","2006","7.5","147","Tom Tykwer","Watched","","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent."
"The Golden Compass","Fantasy","2007","6.1","113","Chris Weitz","Watchlist","","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization."
"Centurion","Action","2010","6.4","97","Neil Marshall","Watched","","A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack."
"Scouts Guide to the Zombie Apocalypse","Action","2015","6.3","93","Christopher Landon","Watched","","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak."
"17 Again","Comedy","2009","6.4","102","Burr Steers","Watchlist","","Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex."
"No Escape","Action","2015","6.8","103","John Erick Dowdle","Watched","","In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed."
"Superman Returns","Action","2006","6.1","154","Bryan Singer","Watched","","Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination."
"The Twilight Saga: Breaking Dawn - Part 1","Drama","2011","4.9","117","Bill Condon","Watched","","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
"Precious","Drama","2009","7.3","110","Lee Daniels","Watchlist","","In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction."
"The Sea of Trees","Drama","2015","5.9","110","Gus Van Sant","Watchlist","","A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out."
"Good Kids","Comedy","2016","6.1","86","Chris McCoy","Watchlist","","Four high school students look to redefine themselves after graduation."
"The Master","Drama","2012","7.1","144","Paul Thomas Anderson","Watchlist","","A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader."
"Footloose","Comedy","2011","5.9","113","Craig Brewer","Watchlist","","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
"If I Stay","Drama","2014","6.8","107","R.J. Cutler","Watched","","Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on."
"The Ticket","Drama","2016","5.4","97","Ido Fluk","Watched","","A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial."
"Detour","Thriller","2016","6.3","97","Christopher Smith","Watched","","A young law student blindly enters into a pact with a man who offers to kill his stepfather, whom he feels is responsible for the accident that sent his mother into a coma."
"The Love Witch","Comedy","2016","6.2","120","Anna Biller","Watched","","A modern-day witch uses spells and magic to get men to fall in love with her."
"Talladega Nights: The Ballad of Ricky Bobby","Action","2006","6.6","108","Adam McKay","Watched","","#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
"The Human Centipede (First Sequence)","Horror","2009","4.4","92","Tom Six","Watched","","A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums."
"Super","Comedy","2010","6.8","96","James Gunn","Watched","","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills."
